,word,similarity,source_word
4619,DorośliGdzie,0.6525920629501343,"Internecie,\nGdzie"
4610,STARTGdzie,0.6811167001724243,"Internecie,\nGdzie"
4611,54Gdzie,0.6731221675872803,"Internecie,\nGdzie"
5638,PJa,0.598014771938324,Ja
5630,ja,0.9037323594093323,Ja
5631,.Ja,0.7362685203552246,Ja
5632,Bo,0.673454999923706,Ja
5633,.ja,0.6648121476173401,Ja
5634,-ja,0.663406491279602,Ja
5635,pJa,0.625272274017334,Ja
5637,JA,0.6013786196708679,Ja
5639,-Ja,0.5949075222015381,Ja
4447,JA,0.6013786196708679,Ja
4448,PJa,0.598014771938324,Ja
4440,ja,0.9037323594093323,Ja
4441,.Ja,0.7362685203552246,Ja
5636,bo,0.6194614171981812,Ja
4442,Bo,0.673454999923706,Ja
4443,.ja,0.6648121476173401,Ja
4444,-ja,0.663406491279602,Ja
4445,pJa,0.625272274017334,Ja
4449,-Ja,0.5949075222015381,Ja
4446,bo,0.6194614171981812,Ja
3349,krzyż,0.5104153156280518,Krzyże
3340,krzyże,0.7470463514328003,Krzyże
3342,Kapliczki,0.5531453490257263,Krzyże
3343,krzyży,0.5465264320373535,Krzyże
3344,religijneKrzyże,0.5356979370117188,Krzyże
3346,Różańce,0.5191007256507874,Krzyże
3347,Sztandary,0.5175977349281311,Krzyże
3348,SkałyKrzyże,0.5140886902809143,Krzyże
3341,Krzyż,0.5855720639228821,Krzyże
3345,kapliczki,0.5222324728965759,Krzyże
0,LUDZIACH,0.6539430022239685,LUDZIE
1,LUDZIOM,0.6433772444725037,LUDZIE
8,LUDZISKA,0.5956162810325623,LUDZIE
7,ROBIĄ,0.6031372547149658,LUDZIE
6,WIELCY,0.6042194962501526,LUDZIE
5,WOLNI,0.6124618053436279,LUDZIE
4,LUDZIKI,0.6219242215156555,LUDZIE
3,LUDZI,0.6280934810638428,LUDZIE
2,LUDZMI,0.6390848755836487,LUDZIE
9,WIERZE,0.5930932760238647,LUDZIE
5104,Lechią,0.6506656408309937,Lechia
5108,0Lechia,0.6219521760940552,Lechia
5107,Bytovia,0.6291995048522949,Lechia
5106,Lechie,0.6351373791694641,Lechia
5105,Lechio,0.6458849906921387,Lechia
5103,Lechię,0.6723423600196838,Lechia
5102,Lechii,0.6818033456802368,Lechia
5109,Jagiellonia,0.6180617213249207,Lechia
5101,lechia,0.7046233415603638,Lechia
5100,Legia,0.7083718180656433,Lechia
4532,Dyziek,0.5231797099113464,Lisek
4531,lisek,0.542374312877655,Lisek
4539,Kołaczek,0.4973185360431671,Lisek
4538,Gryzio,0.4994063675403595,Lisek
4537,Kocik,0.5005534887313843,Lisek
4530,Chytrusek,0.5848026871681213,Lisek
4535,Kot,0.5103707313537598,Lisek
4534,Flisek,0.51259845495224,Lisek
4533,Kacperak,0.5157371163368225,Lisek
4536,Szrek,0.5064631700515747,Lisek
3160,minister,0.8158385157585144,Minister
3161,Wiceminister,0.7585723996162415,Minister
3162,.Minister,0.7520053386688232,Minister
3163,wiceminister,0.7034437656402588,Minister
3164,r.Minister,0.7016947269439697,Minister
3167,Wicepremier,0.667967677116394,Minister
3165,Ministerstwo,0.7015243768692017,Minister
3166,Ministers,0.6946379542350769,Minister
3169,artykułMinister,0.6374489068984985,Minister
3168,inister,0.666207492351532,Minister
5967,mistrze,0.5908899903297424,Mistrzowie
5960,mistrzowie,0.8141137957572937,Mistrzowie
5961,Mistrz,0.6757215857505798,Mistrzowie
5962,Wicemistrzowie,0.6643235087394714,Mistrzowie
5963,wicemistrzowie,0.6627068519592285,Mistrzowie
5964,Mistrzynie,0.6029272675514221,Mistrzowie
5965,Mistrzom,0.5922765135765076,Mistrzowie
5966,Mistrzami,0.5916457176208496,Mistrzowie
5968,Mistrzowi,0.5908302068710327,Mistrzowie
5969,stołachMistrzowie,0.5725356936454773,Mistrzowie
768,Rabiot,0.6396495699882507,Modric
761,Modricia,0.7905871272087097,Modric
762,Modrica,0.7773814797401428,Modric
763,Modrich,0.6677688956260681,Modric
764,Lovren,0.6627684235572815,Modric
765,Ramiresa,0.6594201326370239,Modric
766,Lovrena,0.6441130638122559,Modric
767,Schurrle,0.6403613686561584,Modric
760,Modrić,0.8019848465919495,Modric
769,Ramires,0.6390259861946106,Modric
2476,Naprawdê,0.6186352372169495,Naprawdè
2479,Naprawia,0.6162295341491699,Naprawdè
2478,Naprawą,0.6169686317443848,Naprawdè
2477,Naprawmy,0.6170819997787476,Naprawdè
2474,Naprawi,0.654604971408844,Naprawdè
2473,Naprawcie,0.6751182079315186,Naprawdè
2472,NaprawdÄ,0.6890048980712891,Naprawdè
2471,Naprawiając,0.699185311794281,Naprawdè
2470,Naprawd,0.7082659602165222,Naprawdè
2475,PrzemyślNaprawa,0.6219515204429626,Naprawdè
2378,niejakiego,0.5035237073898315,Niejaki
2376,Trzydziestoletni,0.5136139988899231,Niejaki
2375,Niejaka,0.5216683745384216,Niejaki
2377,74-letni,0.5134220719337463,Niejaki
2373,Niejakim,0.5576814413070679,Niejaki
2372,Niejakiego,0.6165566444396973,Niejaki
2371,Niejakie,0.6247571110725403,Niejaki
2370,niejaki,0.7303091287612915,Niejaki
2374,niejakiemu,0.5243597030639648,Niejaki
2379,87-letni,0.5014134645462036,Niejaki
2239,Panu,0.5210367441177368,Pan
2238,Bóg,0.5289278030395508,Pan
2230,pan,0.8440811634063721,Pan
2231,Pani,0.664895236492157,Pan
2232,.Pan,0.626298189163208,Pan
2233,Ksiądz,0.5698753595352173,Pan
2234,Kolega,0.5605376958847046,Pan
2235,Panie,0.5429419875144958,Pan
2237,pani,0.5359658598899841,Pan
2236,Profesor,0.5386377573013306,Pan
4221,-Pana,0.7156416177749634,Pana
2219,szanownego,0.5788275003433228,Pana
4229,szanownego,0.5788275003433228,Pana
4228,Xiędza,0.5842387080192566,Pana
4227,Posła,0.5848871469497681,Pana
4220,pana,0.8288967609405518,Pana
4225,JPana,0.5856994986534119,Pana
4224,Ojca,0.5944271087646484,Pana
4223,Pana.,0.6070324778556824,Pana
4226,Pani,0.5853960514068604,Pana
2218,Xiędza,0.5842387080192566,Pana
2217,Posła,0.5848871469497681,Pana
2216,Pani,0.5853960514068604,Pana
2215,JPana,0.5856994986534119,Pana
2214,Ojca,0.5944271087646484,Pana
2213,Pana.,0.6070324778556824,Pana
2212,Księdza,0.6223793029785156,Pana
2211,-Pana,0.7156416177749634,Pana
4222,Księdza,0.6223793029785156,Pana
2210,pana,0.8288967609405518,Pana
2757,13Pani,0.6758548617362976,Pani
2756,28Pani,0.6802003383636475,Pani
2755,23Pani,0.6879908442497253,Pani
2751,.Pani,0.7546399235725403,Pani
2753,",Pani",0.7293894290924072,Pani
2752,-Pani,0.738816499710083,Pani
2750,pani,0.8642529249191284,Pani
2754,10Pani,0.6955574750900269,Pani
520,pani,0.8642529249191284,Pani
2759,58Pani,0.667224109172821,Pani
4939,58Pani,0.667224109172821,Pani
4932,-Pani,0.738816499710083,Pani
4933,",Pani",0.7293894290924072,Pani
4934,10Pani,0.6955574750900269,Pani
4938,42Pani,0.6691392064094543,Pani
2758,42Pani,0.6691392064094543,Pani
4935,23Pani,0.6879908442497253,Pani
4936,28Pani,0.6802003383636475,Pani
4937,13Pani,0.6758548617362976,Pani
521,.Pani,0.7546399235725403,Pani
529,58Pani,0.667224109172821,Pani
528,42Pani,0.6691392064094543,Pani
527,13Pani,0.6758548617362976,Pani
526,28Pani,0.6802003383636475,Pani
525,23Pani,0.6879908442497253,Pani
524,10Pani,0.6955574750900269,Pani
523,",Pani",0.7293894290924072,Pani
522,-Pani,0.738816499710083,Pani
4931,.Pani,0.7546399235725403,Pani
4930,pani,0.8642529249191284,Pani
1526,Papastathopoulos,0.6772515773773193,Papadopoulosa
1521,Papadopoulos,0.7872124910354614,Papadopoulosa
1522,Papadopoulou,0.784913182258606,Papadopoulosa
1523,Angelopoulosa,0.7672262787818909,Papadopoulosa
1524,Papadopulo,0.7006146907806396,Papadopoulosa
1527,Sidiropoulos,0.6630436778068542,Papadopoulosa
1528,Papadopulos,0.6577497720718384,Papadopoulosa
1529,Papadopulu,0.6575042009353638,Papadopoulosa
1520,Papadopulosa,0.8221988677978516,Papadopoulosa
1525,Papadimosa,0.6951444745063782,Papadopoulosa
3681,Mateusz,0.8073959350585938,Patryk
171,Mateusz,0.8073959350585938,Patryk
3682,Marcin,0.8052793145179749,Patryk
3683,Rafał,0.7965233325958252,Patryk
3684,Kamil,0.7812719345092773,Patryk
3685,Michał,0.7780975103378296,Patryk
3686,Tomasz,0.7693963646888733,Patryk
3687,Piotr,0.7658052444458008,Patryk
3688,Bartosz,0.7636460065841675,Patryk
170,Łukasz,0.8184857368469238,Patryk
3689,Dominik,0.7625152468681335,Patryk
178,Bartosz,0.7636460065841675,Patryk
177,Piotr,0.7658052444458008,Patryk
176,Tomasz,0.7693963646888733,Patryk
3680,Łukasz,0.8184857368469238,Patryk
174,Kamil,0.7812719345092773,Patryk
173,Rafał,0.7965233325958252,Patryk
172,Marcin,0.8052793145179749,Patryk
179,Dominik,0.7625152468681335,Patryk
175,Michał,0.7780975103378296,Patryk
4881,Pereza,0.6451484560966492,Perez
4882,Sanchez,0.6050058603286743,Perez
4883,Hernandez,0.6007235050201416,Perez
4884,Cuadrado,0.5940356254577637,Perez
4885,Rodriguez,0.5894613265991211,Perez
4886,Perez-Sala,0.5886509418487549,Perez
4887,Fernandez,0.5850451588630676,Perez
4888,Perezowi,0.5845752358436584,Perez
4889,Torres,0.5808435678482056,Perez
4880,Gonzalez,0.646781325340271,Perez
4381,Piesek,0.6799905896186829,Pies
4388,Psy,0.6053150296211243,Pies
4387,Super-Pies,0.6073631644248962,Pies
4386,Zwierzak,0.6075941920280457,Pies
4380,pies,0.8071309924125671,Pies
4389,psiak,0.5905486345291138,Pies
4384,kot,0.6409156322479248,Pies
4383,Szczeniak,0.6432790756225586,Pies
4382,piesek,0.6657754778862,Pies
4385,Kot,0.6360723376274109,Pies
2829,osóbniepełnosprawnych,0.5457971096038818,Polaków\
2825,użytkownikaJedi,0.5522502064704895,Polaków\
2827,Polaków,0.5475156307220459,Polaków\
2826,wolontariuszy-seniorów,0.5482211709022522,Polaków\
2824,cudzziemców,0.5642421245574951,Polaków\
2823,studentów-wolontariuszy,0.5750008225440979,Polaków\
2822,Polaków-katolików,0.5915041565895081,Polaków\
2821,PolakówZaawansowany,0.6176029443740845,Polaków\
2820,Polakó,0.620537281036377,Polaków\
2828,PolakówZbigniew,0.5471444129943848,Polaków\
2788,kWhPoziom,0.5878949761390686,Poziom
2787,Poziomem,0.6087756156921387,Poziom
2789,Poziomów,0.5831359028816223,Poziom
2786,Poziomu,0.6383165717124939,Poziom
2785,Poziomy,0.6386573314666748,Poziom
2784,.Poziom,0.6611061096191406,Poziom
2783,1Poziom,0.6630379557609558,Poziom
2782,Stopień,0.6679934859275818,Poziom
2781,-Poziom,0.7083278894424438,Poziom
2780,poziom,0.7190276980400085,Poziom
4258,Premierka,0.605297327041626,Premiera
4257,PLpremiera,0.6218051314353943,Premiera
4256,USAPremiera,0.6323152780532837,Premiera
4252,Przedpremiera,0.6836139559745789,Premiera
4254,Prapremiera,0.6406840682029724,Premiera
4253,przedpremiera,0.663682222366333,Premiera
4259,rom.premiera,0.5959512591362,Premiera
4255,PremierRP,0.633407711982727,Premiera
4250,premiera,0.8297552466392517,Premiera
4251,.Premiera,0.7568145990371704,Premiera
1679,Wiceprezesi,0.6990914940834045,Prezes
1676,wice-prezes,0.718019425868988,Prezes
1675,vice-prezes,0.7247983813285828,Prezes
1673,.Prezes,0.7575966715812683,Prezes
1672,wiceprezes,0.784507155418396,Prezes
1671,Wiceprezes,0.8416023850440979,Prezes
1670,prezes,0.8725043535232544,Prezes
3991,Wiceprezes,0.8416023850440979,Prezes
3992,wiceprezes,0.784507155418396,Prezes
3993,.Prezes,0.7575966715812683,Prezes
3994,-Prezes,0.7506942749023438,Prezes
3995,vice-prezes,0.7247983813285828,Prezes
3996,wice-prezes,0.718019425868988,Prezes
3997,Dyrektor,0.7164047360420227,Prezes
3998,viceprezes,0.7135890126228333,Prezes
3999,Wiceprezesi,0.6990914940834045,Prezes
1677,Dyrektor,0.7164047360420227,Prezes
1678,viceprezes,0.7135890126228333,Prezes
1674,-Prezes,0.7506942749023438,Prezes
3990,prezes,0.8725043535232544,Prezes
5756,-problem,0.6145846247673035,Problem
5755,roblem,0.6153193712234497,Problem
5754,Problemy,0.6205708384513855,Problem
5753,Problemu,0.6517660021781921,Problem
5758,kłopot,0.578596293926239,Problem
5752,Kłopot,0.691805362701416,Problem
5751,.Problem,0.7122395634651184,Problem
5759,Problematyczny,0.569004237651825,Problem
5750,problem,0.7647373676300049,Problem
5757,problem.Otóż,0.5852645039558411,Problem
5497,Michał,0.7531819343566895,Przemek
5496,Darek,0.7633617520332336,Przemek
5495,Łukasz,0.7650341391563416,Przemek
5494,Arek,0.7659810185432434,Przemek
5499,Marek,0.7501758337020874,Przemek
5492,Marcin,0.7717063426971436,Przemek
5491,Wojtek,0.7996985912322998,Przemek
5490,Krzysiek,0.8088828325271606,Przemek
5493,Jarek,0.7666385769844055,Przemek
5498,Tomek,0.7511228919029236,Przemek
3292,REKLAM,0.6689333915710449,REKLAMĘ
3291,REKLAMIE,0.6890553832054138,REKLAMĘ
3293,REKLAMUJ,0.6426177620887756,REKLAMĘ
3294,REKLAMY,0.6403701901435852,REKLAMĘ
3295,REKLAMOWO-,0.5934789180755615,REKLAMĘ
3296,REKLAMOWEGO,0.5688538551330566,REKLAMĘ
3297,REKLAMOWANIA,0.5661747455596924,REKLAMĘ
3298,REKLAMOWE,0.5602179765701294,REKLAMĘ
3299,REKLAMOWAĆ,0.5572777390480042,REKLAMĘ
3290,REKLAMĄ,0.7345240116119385,REKLAMĘ
11,RESTAURACJĘ,0.7815623879432678,RESTAURACJA
12,RESTAURANT,0.7688769698143005,RESTAURACJA
17,REKLAMARESTAURACJE,0.6211548447608948,RESTAURACJA
13,RESTAURACJI,0.7619941830635071,RESTAURACJA
18,HOTELOWO-RESTAURACYJNE,0.6133203506469727,RESTAURACJA
15,PIZZERIA,0.6441725492477417,RESTAURACJA
16,KAWIARNIA,0.6324284672737122,RESTAURACJA
19,KARCZMA,0.6003789901733398,RESTAURACJA
14,RESTAURANTS,0.6933726668357849,RESTAURACJA
10,RESTAURACJE,0.8199844360351562,RESTAURACJA
779,Pogbie,0.6397194862365723,Rakitic
777,Berbatov,0.6474130749702454,Rakitic
776,Lovren,0.6515651941299438,Rakitic
775,Mandzukić,0.6523833274841309,Rakitic
773,Modrić,0.6715558171272278,Rakitic
772,Mandzukic,0.6933664679527283,Rakitic
771,Rakitić,0.7655786275863647,Rakitic
770,Rakiticia,0.7781636714935303,Rakitic
778,Rakitin,0.6406239867210388,Rakitic
774,Fabregas,0.652647078037262,Rakitic
1357,Znów,0.5278770923614502,Raz
1358,Potem,0.5266199707984924,Raz
1356,razy,0.5308590531349182,Raz
1355,Nigdy,0.5339032411575317,Raz
1354,Znowu,0.5343425273895264,Raz
1353,Pierwszy,0.5386232137680054,Raz
1352,Jeszcze,0.5916441082954407,Raz
1351,Dwa,0.595722496509552,Raz
1350,raz,0.672913134098053,Raz
1359,Czasem,0.5230672359466553,Raz
1059,remisowy,0.47274166345596313,Remis
1050,remis,0.670585036277771,Remis
1057,Tomasovią,0.4835253059864044,Remis
1051,Remisowy,0.5905956029891968,Remis
1052,Remisem,0.511008083820343,Remis
1053,Remisy,0.5077043771743774,Remis
1054,Wygrana,0.5055959820747375,Remis
1055,Mecz,0.4989641606807709,Remis
1056,remisie,0.48895275592803955,Remis
1058,Bezbramkowy,0.47917383909225464,Remis
3007,szklaneRógStal,0.6148306131362915,Stal
3000,MielecStal,0.7031409740447998,Stal
3001,1Stal,0.7014895677566528,Stal
3002,RzeszówStal,0.6432139873504639,Stal
3003,Polonia-Stal,0.6253072619438171,Stal
3009,Stali,0.6070655584335327,Stal
3006,AłczewśkStal,0.6155483722686768,Stal
3008,stal,0.6144765019416809,Stal
3005,LublinStal,0.6169041991233826,Stal
3004,Stal-2,0.6169137954711914,Stal
819,brat,0.5678625702857971,Syn
813,Brat,0.6457374095916748,Syn
814,ojciec,0.6388189196586609,Syn
815,Mąż,0.6236314177513123,Syn
816,wnuk,0.6032909750938416,Syn
817,Potomek,0.6015915274620056,Syn
818,córka,0.5827274918556213,Syn
810,syn,0.7827122211456299,Syn
812,Córka,0.7060794234275818,Syn
811,Ojciec,0.7118802666664124,Syn
3831,Współczesnej,0.6892913579940796,Sztuki
3830,Kultury,0.7148109674453735,Sztuki
3838,Techniki,0.6182587742805481,Sztuki
3837,Plastyki,0.6323463916778564,Sztuki
3836,Muzyki,0.644109308719635,Sztuki
3839,Nauki,0.6158030033111572,Sztuki
3833,Sztuk,0.6576905846595764,Sztuki
3832,Sztuki.,0.6814315319061279,Sztuki
3835,SztukiNoc,0.6456151008605957,Sztuki
3834,Literatury,0.6510053277015686,Sztuki
149,Trybunatu,0.6028931140899658,Sądu
148,Sadu,0.6290684938430786,Sądu
147,Rejonowego,0.6291662454605103,Sądu
146,Apelacyjnego,0.6346763372421265,Sądu
145,Prokuratora,0.6347975730895996,Sądu
144,Okręgowego,0.6391772031784058,Sądu
143,Okręgowego-Sądu,0.6871556043624878,Sądu
142,sądu,0.7173715829849243,Sądu
140,Trybunału,0.7563434839248657,Sądu
141,e-Sądu,0.7232775688171387,Sądu
3198,Tato,0.6032684445381165,Tata
3190,tata,0.7656139731407166,Tata
3191,Mama,0.7026037573814392,Tata
3192,Ojciec,0.6341347098350525,Tata
3193,tato,0.6321410536766052,Tata
3194,Tatuś,0.6268724203109741,Tata
3195,ojciec,0.6189795136451721,Tata
3196,Dziadek,0.6093822717666626,Tata
3197,Mąż,0.6081801056861877,Tata
3199,dziadek,0.595596432685852,Tata
3944,twitterowym,0.6625875234603882,Twitterze
3948,Blipie,0.6315417289733887,Twitterze
3949,facebooku,0.6229660511016846,Twitterze
3941,Twiterze,0.7728793621063232,Twitterze
3942,Facebooku,0.7489760518074036,Twitterze
3943,mikroblogu,0.6627337336540222,Twitterze
3940,twitterze,0.7781451940536499,Twitterze
3945,Instagramie,0.652016282081604,Twitterze
3946,twiterze,0.6449309587478638,Twitterze
3947,Twittera,0.6357572078704834,Twitterze
3721,ŁOWIECKICH,0.7450518012046814,UBECKICH
3722,ABSTYNENCKICH,0.7286378145217896,UBECKICH
3723,",USTECKICH",0.7284656763076782,UBECKICH
3724,PŁYWACKICH,0.7252838611602783,UBECKICH
3725,SIEDLECKICH,0.7163110375404358,UBECKICH
3726,DZIEDUSZYCKICH,0.7146993279457092,UBECKICH
3727,BAŁTYCKICH,0.7113804221153259,UBECKICH
3728,ŚWIECKICH,0.7088823914527893,UBECKICH
3720,RYBACKICH,0.7891042828559875,UBECKICH
3729,SYPKICH,0.707417905330658,UBECKICH
4092,Uszczelnienia,0.7357702851295471,Uszczelnienie
4090,Uszczelnianie,0.7797645926475525,Uszczelnienie
4097,Uszczelniacz,0.6274930238723755,Uszczelnienie
4098,Uszczelniania,0.6248462796211243,Uszczelnienie
4099,Uszczelnić,0.6196759939193726,Uszczelnienie
4094,Uszczelnione,0.6394309401512146,Uszczelnienie
4091,uszczelnienie,0.7415236830711365,Uszczelnienie
4096,Uszczelniające,0.6324383616447449,Uszczelnienie
4095,uszczelnianie,0.6355118751525879,Uszczelnienie
4093,uszczelnienia,0.6851402521133423,Uszczelnienie
3848,Walkę,0.5353937745094299,Walki
3841,WalkiBoks,0.6347149014472961,Walki
3842,Al-TabakaWalki,0.596592366695404,Walki
3843,Pojedynki,0.5728811025619507,Walki
3840,walki,0.6434288620948792,Walki
3849,Wojny,0.5310012698173523,Walki
3844,Starcia,0.5705698728561401,Walki
3847,Walką,0.547374963760376,Walki
3845,Walka,0.5667572617530823,Walki
3846,Zacięte,0.5525556802749634,Walki
3187,Zakowicz,0.5770780444145203,Wrona
3186,Sikora,0.5786309242248535,Wrona
3184,Wroniak,0.5799219012260437,Wrona
3183,Wrona-Merski,0.5864813923835754,Wrona
3189,Kowalik,0.5736957788467407,Wrona
3182,Wróbel,0.5908516645431519,Wrona
3181,Wroniewicz,0.6013697385787964,Wrona
3180,Hirek,0.6101878881454468,Wrona
3188,Sobieszczuk,0.573793888092041,Wrona
3185,Sowa,0.5799135565757751,Wrona
2990,wypozyczenia,0.6775456070899963,Wypozyczeni
2993,zapozyczenie,0.6481063961982727,Wypozyczeni
2992,pozyczenia,0.6530263423919678,Wypozyczeni
2994,wypozyczony,0.6097615957260132,Wypozyczeni
2995,wypozycza,0.6055324077606201,Wypozyczeni
2996,pozyczone,0.5915365219116211,Wypozyczeni
2997,Pozyczana,0.5909292697906494,Wypozyczeni
2998,zapozyczone,0.5785572528839111,Wypozyczeni
2999,Wypożyczeni,0.5728291869163513,Wypozyczeni
2991,wypozyczenie,0.6665170788764954,Wypozyczeni
809,Szufladzie,0.5200526714324951,Wyzwanie
808,WYZWANIE,0.5217173099517822,Wyzwanie
807,Wyzwaniach,0.5244659185409546,Wyzwanie
806,wyzwanie-,0.535897970199585,Wyzwanie
805,-wyzwanie,0.5831650495529175,Wyzwanie
804,Wyzwaniem,0.5873661637306213,Wyzwanie
801,Wyzwania,0.7109206914901733,Wyzwanie
802,Wyzwaniu,0.6412773132324219,Wyzwanie
800,wyzwanie,0.7524866461753845,Wyzwanie
803,wyzwania,0.620158851146698,Wyzwanie
2562,E-ZDROWIE,0.6872380971908569,ZDROWIE
2561,ZDROWI,0.6911810040473938,ZDROWIE
2565,ZDROWIU,0.6524365544319153,ZDROWIE
2563,ZDROWIT,0.6804594397544861,ZDROWIE
2564,ZDROWIEJ,0.6606004238128662,ZDROWIE
2566,STAWÓWZDROWIE,0.6509330868721008,ZDROWIE
2560,ZDROWIEM,0.6915048360824585,ZDROWIE
2568,ZDROWIEJIV,0.6181625127792358,ZDROWIE
2569,ZDROWIEMIESIĄC,0.6164083480834961,ZDROWIE
2567,ZDROWE,0.6226645708084106,ZDROWIE
3301,mapBardzo,0.8910021185874939,"\""Bardzo"
3300,pBardzo,0.903546154499054,"\""Bardzo"
3304,OpisBardzo,0.8532693982124329,"\""Bardzo"
3305,",Bardzo",0.8493040800094604,"\""Bardzo"
3302,PBardzo,0.860295832157135,"\""Bardzo"
3307,ListBardzo,0.8456777334213257,"\""Bardzo"
3306,kg.Bardzo,0.8467087149620056,"\""Bardzo"
3303,3Bardzo,0.8535268306732178,"\""Bardzo"
3309,ŻaryBardzo,0.8388378620147705,"\""Bardzo"
3308,złeBardzo,0.8432298302650452,"\""Bardzo"
4823,TortalluOpowiadania,0.7244071960449219,"\""Opowiadania"
4824,----Opowiadania,0.713421106338501,"\""Opowiadania"
4825,sentencjeOpowiadaniaPodania,0.7124544978141785,"\""Opowiadania"
4826,dzieciOpowiadania,0.7022432684898376,"\""Opowiadania"
4821,tragedieOpowiadania,0.7726529240608215,"\""Opowiadania"
4827,EncyklopedieOpowiadaniaQuizyKsiążki,0.6952221393585205,"\""Opowiadania"
4829,komentarzyLacrimaOpowiadanie,0.6794523000717163,"\""Opowiadania"
4820,--Opowiadania,0.8132709264755249,"\""Opowiadania"
4822,tekstOpowiadanie,0.7296518683433533,"\""Opowiadania"
4828,Opowiadaniem,0.6938961744308472,"\""Opowiadania"
470,.Eksperci,0.7701504230499268,"\""eksperci\"
471,03Eksperci,0.7626978754997253,"\""eksperci\"
472,33Eksperci,0.7560411095619202,"\""eksperci\"
474,01Eksperci,0.7461495399475098,"\""eksperci\"
473,nasEksperci,0.7473143339157104,"\""eksperci\"
479,46Eksperci,0.7398097515106201,"\""eksperci\"
476,10Eksperci,0.7442820072174072,"\""eksperci\"
478,13Eksperci,0.7413885593414307,"\""eksperci\"
477,08Eksperci,0.7415066361427307,"\""eksperci\"
475,21Eksperci,0.7460087537765503,"\""eksperci\"
